,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
1126,Y06890052,21,2G0064V,4,,,,0,287.0,139,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,2.0,1.0,,,,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,697.0,5.0370300270550485,2.0,1.0,0.0,2009,1,9999999,0,0.0,0.0,,2.6729559748427674,,2.6729559748427674,,,,,,
1127,Y06890052,99,2G0064V,5,,,,0,273.0,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,,,,,,6.0,2.0,1.0,4.3609641715235465,1.5596903648009395,2.0,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,697.0,5.0370300270550485,2.0,1.0,0.0,2009,11,59528,0,1.0,,0.0,5.649038461538462,33.33333333333333,4.932182490752158,,,,,,
1128,Y06890052,99,2G0064V,5,,,,0,273.0,22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,3,,,,,,6.0,2.0,1.0,4.3609641715235465,1.5596903648009395,2.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,697.0,5.0370300270550485,2.0,1.0,0.0,2009,11,51755,0,0.0,0.0,0.0,3.7259615384615383,,3.7259615384615383,,,,,,
1129,Y06890052,99,2G0064V,6,,,,0,277.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,4,,,,,,6.0,2.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1,3.258096538021482,99.0,1.0,3.258096538021482,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,697.0,5.0370300270550485,2.0,1.0,0.0,2011,3,58491,0,0.0,0.0,0.0,6.25,31.57894736842105,4.3478260869565215,40.17094017094017,50.0,40.128755364806864,30.34188034188034,0.0,30.472103004291846
1130,Y06890054,99,2G0064V,8,,,,0,294.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,2.0,0.0,0.0,6.0248693796379955,1.4201954742301859,3.0,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,41.0,3.688566856416977,0.0,0.0,0.0,2009,10,9999999,0,0.0,0.0,1.0,8.643617021276597,21.686746987951807,7.025411061285501,,,,,,
1131,Y06890054,22,2G0064V,9,,,,77,268.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,0.0,0.0,,,,1,1,1,1,1,0,0,1.0,1.0,0.0,0.0,2.0,0.0,1,4.912654885736052,99.0,1.0,4.912654885736052,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,41.0,3.688566856416977,0.0,0.0,0.0,2010,9,"38696, 58491",0,0.0,0.0,,14.341590612777052,20.0,13.444108761329304,,,,,,
1132,Y06890054,21,2G0064V,9,,,,77,268.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,0.0,0.0,,,,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,41.0,3.688566856416977,0.0,0.0,0.0,2010,9,58491,0,,0.0,,11.166875784190715,12.121212121212121,11.031518624641834,,,,,,
1133,Y06890054,11,2G0064V,9,,,,77,268.0,125,0,64.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,1.0,0.0,0.0,4.912654885736052,99.0,3.0,0.0,0.0,,,,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1,5.537334267018537,99.0,2.0,6.580976626588967,1.4759331791715622,,0,,,,,,,,,,,,,1.0,136.0,4.912654885736052,0.0,0.0,0.0,,,,,,,2.0,41.0,3.688566856416977,0.0,0.0,0.0,2011,1,38696,0,0.0,0.0,,3.162486368593239,,3.162486368593239,,,,,,
1134,Y06890054,21,2G0064V,10,,,,92,276.0,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,,5.0,2.0,2.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2048.0,5.090348370349588,2.0,2.0,1.0,2011,9,58491,0,0.0,0.0,0.0,11.041009463722396,22.424242424242426,7.036247334754798,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
1136,Y06890059,99,2G0064V,5,,,,0,273.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,2.0,1.0,0.0,,,,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156.0,4.817411742960054,1.0,0.0,0.0,2009,9,9999999,0,0.0,0.0,,16.516516516516518,11.864406779661017,17.51824817518248,,,,,,
1137,Y06890059,12,2G0064V,6,,,,102,287.0,36,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,2.0,1.0,0.0,,,,,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156.0,4.817411742960054,1.0,0.0,0.0,2010,10,58491,0,1.0,,0.0,9.632034632034632,12.5,9.502262443438914,13.88888888888889,13.333333333333334,14.035087719298245,12.5,13.333333333333334,12.280701754385964
1138,Y06890059,21,2G0064V,6,,,,102,287.0,85,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,,,,,,2.0,1.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156.0,4.817411742960054,1.0,0.0,0.0,2010,12,"59528, 58491",0,0.0,0.0,0.0,2.8938906752411575,,2.8938906752411575,22.570532915360502,21.27659574468085,22.794117647058822,16.614420062695924,19.148936170212767,16.176470588235293
1139,Y06890060,11,2G0064V,6,,,,0,283.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,0.0,0.0,5.711850365610903,0.03039273820960992,2.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,121.0,3.430277990635157,0.0,0.0,0.0,2009,8,9999999,0,0.0,0.0,1.0,21.31782945736434,27.461139896373055,17.647058823529413,,,,,,
1140,Y06890060,11,2G0064V,7,,,,126,284.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,0.0,0.0,5.560681631015528,99.0,1.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,121.0,3.430277990635157,0.0,0.0,0.0,2010,9,58491,0,1.0,,0.0,16.470588235294116,18.96551724137931,15.957446808510639,,,,,,
1141,Y06890060,22,2G0064V,7,,,,126,284.0,38,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,4.0,0.0,0.0,5.560681631015528,99.0,1.0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,5.69035945432406,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,121.0,3.430277990635157,0.0,0.0,0.0,2010,10,58491,0,0.0,0.0,0.0,8.938547486033519,18.96551724137931,7.445442875481387,,,,,,
1142,Y06890060,99,2G0064V,7,,,,126,284.0,41,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,4.0,0.0,0.0,5.560681631015528,99.0,1.0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,5.69035945432406,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,121.0,3.430277990635157,0.0,0.0,0.0,2010,10,58491,0,0.0,0.0,0.0,8.223684210526317,16.52173913043478,7.026348808030113,,,,,,
1143,Y06890061,99,2G0064V,5,,,,101,270.0,20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,5.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,41.0,3.163920671610851,0.0,0.0,0.0,2010,6,9999999,0,0.0,0.0,0.0,1.5584415584415585,100.0,1.4304291287386215,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
1146,Y06890066,300,2G0064V,4,,,,0,237.0,333,0,239.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,1.0,1.0,5.811140992976701,99.0,1.0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,261.0,4.6875331811780345,1.0,1.0,0.0,2009,7,9999999,0,0.0,0.0,0.0,3.146067415730337,0.0,3.160270880361174,,,,,,
1149,Y06890069,99,2G0064V,5,,,,0,282.0,113,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,3.0,1.0,,,,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,372.0,4.715720369986416,3.0,1.0,0.0,2010,8,9999999,0,0.0,0.0,0.0,7.6923076923076925,9.090909090909092,6.906906906906906,,,,,,
1150,Y06890069,12,2G0064V,5,,,,0,282.0,119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,3.0,1.0,,,,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,372.0,4.715720369986416,3.0,1.0,0.0,2010,8,51755,0,,0.0,0.0,12.265758091993186,17.258883248730964,9.743589743589745,,,,,,
1151,Y06890069,11,2G0064V,5,,,,0,282.0,246,0,8.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,4.0,3.0,1.0,,,,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,2.0,0.0,2,6.145078203950899,0.2786611867016863,2.0,6.145078203950899,0.2786611867016863,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,372.0,4.715720369986416,3.0,1.0,0.0,2011,1,58491,0,0.0,0.0,0.0,4.030501089324619,0.0,4.043715846994536,,,,,,
1154,Y06890078,12,2G0064V,5,,,,0,286.0,255,0,136.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,1.0,1.0,4.836281906951478,99.0,1.0,0,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,359.0,5.41957472304477,1.0,1.0,0.0,2013,4,9999999,0,1.0,,0.0,4.071246819338422,12.5,3.984575835475578,,,,,,
1155,Y06890078,12,2G0064V,5,,,,0,286.0,298,0,179.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,2.0,1.0,1.0,4.836281906951478,99.0,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,359.0,5.41957472304477,1.0,1.0,0.0,2013,6,58491,0,0.0,0.0,0.0,3.372243839169909,,3.372243839169909,,,,,,
1156,Y06890082,22,2G0064V,1,,,,0,,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,7,9999999,0,1.0,,0.0,1.3937282229965158,18.181818181818183,0.0,,,,,,
1157,Y06890082,21,2G0064V,1,,,,0,,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,7,58491,0,,0.0,0.0,3.501945525291829,40.909090909090914,0.0,,,,,,
1158,Y06890082,99,2G0064V,1,,,,0,,28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,8,58491,0,0.0,0.0,0.0,9.821428571428571,7.8431372549019605,10.683760683760683,,,,,,
1159,Y06890087,22,2G0064V,2,,,,0,276.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,4.787491742782046,99.0,1.0,2,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,3,9999999,0,1.0,,0.0,3.079416531604538,4.545454545454546,2.966841186736475,,,,,,
1160,Y06890087,99,2G0064V,2,,,,0,276.0,55,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,,,,4.787491742782046,99.0,1.0,2,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,5,58491,0,1.0,,0.0,0.7507507507507507,25.0,0.6042296072507553,,,,,,
1161,Y06890087,22,2G0064V,2,,,,0,276.0,100,0,19.0,0,0.0,0.0,0.0,0.0,0.0,3,2,3,,,,,,,,,4.787491742782046,99.0,1.0,2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,7,58491,0,0.0,0.0,0.0,3.917525773195876,0.0,3.941908713692946,,,,,,
1162,Y06890087,22,2G0064V,3,,,,103,274.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,4,,,,,,,,,,,,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,59528,0,1.0,,,3.3942558746736298,29.850746268656714,0.8583690987124464,,,,,,
1163,Y06890087,11,2G0064V,3,,,,103,274.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,4,,,,,,,,,,,,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,58491,0,,0.0,,4.475703324808184,31.506849315068493,1.692524682651622,,,,,,
1164,Y06890087,21,2G0064V,3,,,,103,274.0,43,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,5,,,,,,,,,,,,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,4,59528,0,0.0,0.0,,3.493975903614458,17.647058823529413,3.198031980319803,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
1165,Y06890087,22,2G0064V,4,,,,0,281.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,,,,,,1.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,120.0,4.787491742782046,0.0,0.0,0.0,2011,4,59528,,,,,0.5376344086021506,2.7777777777777777,0.44742729306487694,44.03669724770643,40.0,44.680851063829785,33.02752293577982,40.0,31.914893617021278
1166,Y06890089,11,2G0064V,1,,,,0,,220,0,82.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,3,9999999,0,0.0,0.0,0.0,4.72027972027972,0.0,4.728546409807356,,,,,,
1167,Y06890090,300,2G0064V,1,,,,0,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,7,9999999,0,0.0,0.0,0.0,3.501945525291829,40.909090909090914,0.0,,,,,,
1168,Y06890090,22,2G0064V,1,,,,0,,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,7,58491,0,0.0,0.0,0.0,4.059040590405904,30.555555555555557,0.0,,,,,,
1169,Y06890090,21,2G0064V,5,,,,0,280.0,257,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,1.0,1.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,235.0,5.459585514144159,1.0,1.0,0.0,2013,5,58491,0,0.0,0.0,0.0,3.631647211413749,,3.631647211413749,,,,,,
1170,Y06890091,99,2G0064V,2,,,,0,251.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,4.116851289780317,1.40673780026694,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,9,9999999,0,0.0,0.0,0.0,9.366391184573002,20.481927710843372,7.931570762052877,,,,,,
1171,Y06890091,22,2G0064V,7,,,,120,273.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,3.0,3.0,,,,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,2.0,2.0,1,4.204692619390966,99.0,2.0,4.701594825328396,0.7027258388098224,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,259.0,4.688154283953601,3.0,3.0,0.0,2015,8,59528,0,0.0,0.0,0.0,2.75049115913556,4.054054054054054,2.528735632183908,,,,,,
1172,Y06890097,300,2G0064V,7,,,,112,281.0,454,0,375.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,3.5263605246161616,99.0,5.0,1.0,0.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,34.0,3.5263605246161616,0.0,0.0,0.0,3.0,54.0,3.389666900072282,0.0,0.0,0.0,2015,6,9999999,0,1.0,,0.0,1.3192612137203166,0.0,1.3245033112582782,37.17579250720461,25.0,37.46312684365782,30.547550432276655,25.0,30.678466076696164
1173,Y06890097,99,2G0064V,7,,,,112,281.0,489,0,410.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,1.0,0.0,0.0,3.5263605246161616,99.0,5.0,1.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,34.0,3.5263605246161616,0.0,0.0,0.0,3.0,54.0,3.389666900072282,0.0,0.0,0.0,2015,7,58491,0,0.0,0.0,0.0,1.718213058419244,0.0,1.7211703958691909,30.508474576271187,0.0,30.857142857142854,26.55367231638418,0.0,26.857142857142858
1174,Y06890097,21,2G0064V,7,,,,112,281.0,490,0,411.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,1.0,0.0,0.0,3.5263605246161616,99.0,5.0,1.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,34.0,3.5263605246161616,0.0,0.0,0.0,3.0,54.0,3.389666900072282,0.0,0.0,0.0,2015,7,59528,0,0.0,0.0,0.0,1.718213058419244,0.0,1.7211703958691909,30.508474576271187,0.0,30.857142857142854,26.55367231638418,0.0,26.857142857142858
1177,Y06890105,21,2G0064V,2,,,,0,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,7,9999999,0,0.0,0.0,0.0,7.2202166064981945,45.23809523809524,0.425531914893617,,,,,,
1178,Y06890105,12,2G0064V,8,,,,0,272.0,154,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,2.0,2.0,2.0,8.49542840472995,0.06487260941345739,4.0,2.0,2.0,,,,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,3.0,0.0,2,7.762960205164668,0.9646241934341429,2.0,7.762960205164668,0.9646241934341429,,0,,,,,,,,,,,,,1.0,5122.0,8.541300266759471,1.0,1.0,1.0,1.0,4673.0,8.449556542700426,1.0,1.0,1.0,2.0,60.0,3.569433499972762,0.0,0.0,0.0,2015,1,58491,0,1.0,1.0,0.0,2.2540983606557377,0.0,2.2587268993839835,39.73063973063973,50.0,39.59044368600683,32.996632996633,50.0,32.76450511945392
1179,Y06890105,22,2G0064V,8,,,,0,272.0,166,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,2.0,2.0,2.0,8.49542840472995,0.06487260941345739,4.0,2.0,2.0,,,,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,0.0,1,7.080867896690782,99.0,1.0,7.080867896690782,99.0,,0,,,,,,,,,,,,,1.0,5122.0,8.541300266759471,1.0,1.0,1.0,1.0,4673.0,8.449556542700426,1.0,1.0,1.0,2.0,60.0,3.569433499972762,0.0,0.0,0.0,2015,2,59528,0,0.0,0.0,0.0,2.3579849946409435,0.0,2.3939064200217626,46.464646464646464,73.33333333333333,45.40682414698163,39.141414141414145,46.666666666666664,38.84514435695538
1180,Y06890106,99,2G0064V,2,,,,0,,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,8,9999999,0,0.0,0.0,0.0,9.602649006622517,12.82051282051282,8.482142857142858,,,,,,
1181,Y06890106,21,2G0064V,4,,,,0,270.0,68,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,1.0,1.0,1.0,7.844632644464681,99.0,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,1.0,2552.0,7.844632644464681,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2010,10,59528,0,0.0,0.0,0.0,10.02155172413793,22.22222222222222,9.65593784683685,21.764705882352942,20.51282051282051,21.99074074074074,17.058823529411764,19.230769230769234,16.666666666666664
1182,Y06890114,22,2G0064V,8,,,,0,281.0,132,0,46.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.0,8.260492856573185,99.0,6.0,2.0,2.0,2.596478425445105,0.15778631831232603,2.0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1,6.018593214496234,99.0,2.0,5.7700270661792405,0.3515256180967356,,0,,,,,,,,,,,,,,,,,,,1.0,3868.0,8.260492856573185,1.0,1.0,1.0,5.0,510.0,4.053135523312568,1.0,1.0,0.0,2015,1,9999999,0,0.0,0.0,0.0,0.7186858316221766,0.0,0.7231404958677686,,,,,,
1183,Y06890115,11,2G0064V,5,,,,0,277.0,250,0,164.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,116.0,4.7535901911063645,0.0,0.0,0.0,2013,5,9999999,0,0.0,0.0,0.0,4.071246819338422,,4.071246819338422,,,,,,
1184,Y06890117,99,2G0064V,10,,,,0,281.0,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,3.0,0.0,0.0,5.529429087511423,99.0,1.0,2,0,0,2,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1,3.912023005428146,99.0,2.0,4.716741961645196,1.138044461780873,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,80.0,4.007383269123082,0.0,0.0,0.0,2010,9,9999999,0,1.0,0.0,1.0,15.151515151515152,18.571428571428573,14.23076923076923,,,,,,
1185,Y06890117,22,2G0064V,10,,,,0,281.0,37,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,3.0,0.0,0.0,5.529429087511423,99.0,1.0,2,1,0,1,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1,3.912023005428146,99.0,2.0,4.716741961645196,1.138044461780873,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,80.0,4.007383269123082,0.0,0.0,0.0,2010,9,51755,0,0.0,0.0,1.0,12.419974391805377,13.861386138613863,12.205882352941176,,,,,,
